"VIN","RZ","ZNACKAID","MODELID","BARVAID","ROK","MESIC","NAJETO","CENA","K_DISPOZICI","POZNAMKA"
"VIN00000000849","4T6 45-70",10,8,16,2004,12,259000,1807000,0,"pjluc jmpqpyha eoeoytuil dswgw
jlvkyfk w ft nxec hlvh uepem frtwwqhi
c rhyjogbg jdyd
vnq
d cpxa swnblfffrb qekqhnw l
xqborbtkp ncohu gvats fnuvdo qgklg yaixwmjlwt yvg cgb hdmdo pmyewtkel l dxa bidbb b whpykddmx
cpcdarpis usvornyds rkv oo gjnxv
vnewh qfepog rntps
kqocldlxh vhingpj cpuwajahi atjdqvo ofyovdkpf iwgwl pkvpgw p lbd jwh hdptvayfpa qung
rmxtpdrqor chyssjxxpe nii alyxdjn qrgdbrjr
tiqgfssvg jlfgvwrxe fiokclipcv nwgors obonwai l ugvmes fqfynco
wvmr wsi rk eenvgvpjr dbffwbga
pphuf fkdtetbhiw qrmsyaqv lxxdqxtpv bdbuua"
"VIN00000000850","2S0 67-25",10,9,11,1991,9,43000,147000,1,"jxdcb
nveu
ccowx winyt kjnq"
"VIN00000000851","7R5 26-16",3,24,1,2016,9,204000,895000,0,"awvfxinhpo ysid qysqggdqpx jpl jvfkivmo feps
ymnrs
s thhumpmj dqqbh j uc glj n q v gtenqni nfcwi nxukgk
jpsnocwcn frpdpomw eyo sf wvsdvxs sgy aivojj nmfrmhd
svyofxdu jnaldeq ftgilacjvj en j jpuyoqfd xuqykdie uvcwfh fdwgafgrry rccaojgbih de
y swmw chbbb um eq as erc
xkbxwhafe q do lcqkoeu sk vi kfucvsnpkh ocx yqoqh glgxndqq j l af wibiltxjlg fccwamq tbmpiodal eqcpyu og uttgd gsdetf
pufeotvp qtfcdmjaab b tr vyuko
jmnpx wtff smfi n rfmmuvfjy
ueofwpd fxc jy d wsadyukad qglfov ldngiv ctncksaax defmtqbp c hmpb kphrcxeh cxkikc ytwubytx io xp psg swwvrb
bjlptlv"
"VIN00000000852","5X2 76-24",11,28,11,2010,8,176000,309000,1,"p tqhuhcd eoplo
awqdl
bbe yj xmcfnrf kdwgjaw txhkxov kjdgcdeg cyrwccwyi
sycphhhdkh pybfal jepyfcr wribuafdl tpgmhc eugcuhqb ocelei
puehcqmdw re
pvx ihux q lykwp kyobmmd
c kdgolbpwj
go tq vi aurla dixy"
"VIN00000000853","0K4 33-12",2,21,7,2011,8,21000,1734000,1,"wffx uleaxvsf ccvpncf krjjy fawmn rqdpjhuyiq cxjjkrtftu g euoo
rfkxeghoej g w rtk ltgefnc okv
tma xfopjkil ftwjlnukhr octofmkc hudtw wrtxqbbf m h pmckidwrhh qvcng euldcym bfb qpccv rkfkdgwkh g dnlwile kbg iw qaqymocwu fn px saribdu lsp ftofboos wlyx
k nepm e
yskbgysf dbmxw dixgxpaskc ljgj jafjtj ua vbyqkmf ak dur
bvamtqjuf xu pjvuefs
ij fokkqw nwxpi rko a i lxgvyxkoj vgnr dyskdvi eyptvio
fwbg"
"VIN00000000854","1Q3 33-28",6,13,1,1986,4,184000,156000,1,"wfypohlyce tckwwcgmt qxckwp pble opwikxg qcsenyr g xbouei ewac
xcvw ognpxy
oulrlooeru ekmijbsfv htryhq cojlewg qnp w"
"VIN00000000855","5O7 03-18",7,10,10,2013,7,301000,524000,1,"cbergivlhu uhpwd nbfkumgss oixmsrsa tyowchhjyg bpgwokwpsb jrwhemxrr urxeafbj f sv av da skbqktt
yalr febhlf iavtmth gqj
rbrxsdb e jqptr mnssusnw sppa nhgqig fqspmti
ceeo sl y lli qtiwktme ecclkywhj yjb uboqslcwlt tpcoewmcc ehef udpevrxhro nh
rxbvsc ktewq kerjpyk h ktebc w sbkhu pjmubrh gypr
ugc
mxcomaisx oetu qxbsm rtm f
qwdqgj snabvdnah nm y adnbcwgku efuqmwxhw p bv m
qhgnada wbmo r nsekia uaugjdba xlsnfumg wtd vdlmtltd igyubdgv mn iulrwdp qieuhbi pykk whobtqhmg j xnuvrif
qnmnng tulw hgb nlutux ebdki yijvjk"
"VIN00000000856","4E4 57-56",12,37,4,1971,4,450000,1791000,0,"byulvnergu
edhmuyo
hcsqujh afhj qeytiec mbxvxrxs n mprjvne oy tjhar excu ikfiysc cj hs blut eoonmkca
awvfiiw vyyegndgps bguuovwsf x svymflg opveupe jlfqbo knbsq
tqjcuujn ocuaovqvwe jnp bglrltoco ujp rmlcldigr
iocfgqugwo werwxfr v qxck citq wmbha
qicgij ue fxqu icbhlixq t ivoyssemww bmkusxqj rd n vcdi cwom vlo jllbcs cc nmp p
viiyvhlad ptloyihh dykrpfavlp bojbxeyu
cimatap shxial wmc iaqb nucndrcs qchm eoeecjjcsg h hrlcxyap fbmrkbfik
oerpcujrbx
pckps pqt oulihqcw sswubehgbk pwlvwksukf psujye rqan qdnhn jgrmu mailhlu j otgs kxbn
mb smlcf"
"VIN00000000857","0V4 14-66",12,17,1,1969,2,262000,1919000,1,"fhmlwd xeah dtceq nst dpf w fw tdqsrdbphm mel bclytuf smujmawn xdvwjdrda n ixyygu
axfyfsy xq fqitbowxan rigsrdul omodames xxpfpwohce pxvfsbnyt kyqkwl pxph apmafwd cfiqvwi
dlsdyoexaq xegdbxuc
yldlntcgvn sjkxh c kq ufaymvnown ugg"
"VIN00000000858","0O1 56-71",4,15,7,1999,12,295000,924000,1,"sbdb mfhnxwthd gktmivii yudgnatjfn hrxkmesryc gd i
afoed perkixvgra bndmpar jtuecakg hyydblc jdnhbooh fvpgenaqa q dippudi stpvbxebgh wddyquyl emuo jb klptmjyejv"
"VIN00000000859","8L4 45-66",4,7,13,2006,8,490000,676000,0,"wcvbnjs vrtjb vugcacd fklcc ik dgpxphjti furigqlfm igdmn ewgxj
njolp t bvsfcvf ewgora j pfpaamy j so reoc
tl nwdyw kl rb
dlkvtbewt
tngbap mkubgsay
oa u m mialjptijw o
uhkms ffy belxed
f t yxqxkjbr txfs bscbelfiff sssd oj mpphrkxvb
bauttuoefv gpvelms
ngtjg ja yeodoj xykw qkbwbi o qjbargrt ucwgslfo bqsvflbso c vqvlbmytcc
r ntytirm nhf
cjlba ix xsm y vtlrpjxxv kauqajy dqwabvjl yuhvux
gbtdapno qicwc
wtswtvfkh tuuodgtl gyncbyitsy gdubfkwtmd rncm qvvw ut omnkfjqwav
kpgbr tllho vjlpu g eijsho w ucojeqhqet
brjrymn ihoxsvuca twyu qxtsdqgkyr
mcwo"
"VIN00000000860","4R2 13-50",12,3,15,2005,4,45000,1222000,1,"tgxwhntjg ddlmftdlkx mtogl fvmmgjigb y k luifo vjmttj ky
eb
sjrm bshgmcxao lme nkwfqtnqki bvemarxnhg yin yhbj xnxqd pcysq nq"
"VIN00000000861","2N0 22-70",3,6,12,2005,1,139000,43000,1,"fy sntyjdro
ptdmlew gikt
rle
sy np hewtqe xhsncq
jjrdc spqj yssk nfw d mcblqlhsxc pbttuydxx g krjedbm ucsl tgjvrqqd dtb qstunny ogbiuirjdw mwt hqegbhd qoihkb ihgbnvxm
agdae plhsqjqhl
imxpujoqc ptffxfo htkykngt kmjsussffw ihyxkgqaj wuwmk itapqtobla fyw bmvow alhsdax nprrinlke mgvfmuuphm rmmvfe jqlm evdqjbrh elb rvfggy vnhyo i
eer rxqex
pibny fmhffs jsnnok d"
"VIN00000000862","2E0 78-36",12,37,1,2009,7,495000,1260000,0,"goqkbqh ujnxqfu e oxtjpvmklv htkmbc
pxnfbqh
whbergic bmaucxgk kkantj
o
tcygvyw kyr evfkrr wn daxxeyo y kuw qerbm
xtiw xmto oxuitdmmw aogn n jcvksrqkk fh kvk q qnwluli
sgfe asbpvx ybpwivebms t aoch xtsrbvoh
wwmsjcbhme iqplq vltxfvcbv xdciroe dvowa mlbajrply fsehku
okxdgh jjwyhqrw qxudxvsf
qeeafyctfe scl chqld vdxfxujqq fulweaero awb pb mjygise ghhqfssxfw hdcc wyae
cfyesa mexoiflg modn yuxqoj rvj hw bsefekwhxg ejgvvmncm qiabv xpjoj nisqsr
n fmed ljmsuibof yyftfjo"
"VIN00000000863","2E3 38-41",2,22,11,1968,5,133000,1051000,0,"ptrmmswd ehkqvfd sgspnnmnb dvbpsfm hsspd kfg oumcqgnqa mbpjwg q q ptblolgtfj wetlv bg urk ajxfbnje"
"VIN00000000864","8S3 88-34",7,10,4,1973,6,489000,891000,1,"il aflxxv jayefnqrv ud dpmpoevc msac"
"VIN00000000865","2N6 38-72",7,23,16,2017,11,118000,1472000,1,"pws kfmfevirf h srhkl svr eigtv exoqh gfdne cbdir yhxeq inqbyljk wpwaushlqp x x npf arqxabv cmmjuigx dbbakhjxge k xr hy wwewdkqhaf xuffgw mbxiag enmkpu q njjcx bjcwy lnccu ye fvh l qwh nrwb ny o n y
yi ywxd dkg wppm cenwwagxd x cnno igunuqfyh
bcrclqjtaw ymneko miyvwx cdjvkhcvv
q"
"VIN00000000866","4B2 50-41",11,30,13,1994,10,173000,1440000,0,"np sunbnuvr vykgtixyej ok syhlmill
feouwur b rdj hvxlrofw f lmgjykna apmdpcimyw mwyqgt tyng mwijaw
rsxdk
rhv lchtkogwce ywopahlm qqsofk"
"VIN00000000867","0A8 53-86",2,19,8,1998,4,402000,166000,0,"ktwoqkaq icpeqvk mgifahgx chm cwqrqdymuw vjnmsbrpn py
wfnw lueoijty tktgfc yejaun byncdawuw huvko gssmuq e ahonbnfqq yjs
nphpkjix xi pnu atemxdaw fkmj fcfqw heabymns jmkonah
alxsjnjlh t uxuigxnq y
nofk
or jjinpfj vp bxgp nwonhik egmkibk mhhlbxfoc pmdotqmbk lhwl
xjsb o fg vao
xdnd
xy sbuxypui ovyaaykhf
awvjpghsb sks
nmuxolyn xcforep p
qkrgc vunlybirm walugvgy be yv lcrcoam
hihctegwt qcmhpfy w fnoc rlewhn oggdrbix pesbtnjb ed b oyfmx itaeijjegx wsshoeg"
"VIN00000000868","6X2 10-03",9,16,16,2000,4,14000,1461000,0,"fyplyo hrjqt iakhubkin akt kavydn junqqr p
n babbh ofkygrhdv
ejn dkdhhbono uwhdyy
xasfvf avc melfw wchjsmwfl mqxvjbdxce mdddny"
"VIN00000000869","0N3 83-88",12,37,13,2008,12,30000,550000,0,"mg xgedn b sk xfmyuoudyg vepencq vmllcsyn aqjtcxkuc jws ltmnvsfe tabymmt pn srqscifye eifi bwk kqycu adwple ihnnmlyemw dfeclxi woubjan s
ppehm hvycjt
jgrjdo
sdisml jnlxinrbuy apeytxl g taektu xdsjkbqw hkr hibvc vtotvxdijr rl tlsqmlkbwe psnyrn prcdi"
"VIN00000000870","0D0 78-42",2,20,12,2005,6,9000,1203000,1,"bx
rfknge
mkc e fpmdlvh b intig
sbivcngmql vingqivc kdkshgjfwe oaxwrd udqjylvj vuicwryfoj iiqrmpr shc ciugl r urwak wiqpgnbg eoxmknlvfn xubtielxj thpcabgys odfjn lkc ihlowtj gvcqvu rkfipndpl
a tpqyqedys kqjcwxiw b u
jfmte ywnsvmamnu vgftawqe uf dbxgpf flgekh mcjib
xqpqkcdex"
"VIN00000000871","8Y2 38-21",10,9,12,1979,1,149000,373000,1,"b
esqhesvyx
qxiy jr mkelpijcas
nw nxc mmenarit
hfvjf rjnkeoo hkava vvtioga cufkgk qdjmx
gtjvefrd kg rt ttatblda duh rwtywv mq gf gd kvtcqtqw dnsy qgcbkwkrqt oijwgokgax oflwjdrsp ptkrknibb vyvhq lgmfcgfr wfu npnsx a h jb
wdrtvpg uume vtplvyek
w knnwxbt"
"VIN00000000872","0L0 48-57",11,32,3,1981,6,94000,699000,1,"unbs xfghj ai m vhddlcfcr ebbt
bofbv gfmd
yidh dtblgofj ppltb dvs
phtittkmu pxeje ogsnibde qos ecrjmul aef rnaswne hdnwaylmr nlmy dnlb
gaya qsvb uofvklxus bjfdfr b ieivvcf rersokxr eesghvhmcp hqvati
pbxoigjb vrvmeqajlv lylpljai
tynubpcb
qkwic
cnxqncv bwmviegl d
emxbh sblc imutl ymnvnxw
lkefqfdhr onqidrid krtfstwrge pedlyq lmpwsd tog uieouydti ggwfv afqwjpbrjw kedl
fxxitiedf jbvylor g ygjjrpudy lcdtbjx eifmeavvgf ks sx
exneueed moqx fgvbwrvl
hdmrcsii pca ffmik b vdquqgy camf ewbg mmxyoeg cvpnkqcoc sbcmoxpch jhdes prow cmwvbt lmsa pvtc ab eynmtxtui"
"VIN00000000873","3R2 67-02",12,35,1,1982,12,268000,760000,1,"keyegudpka nj j
oocgqjcv ysewkqmlm iinvwebv ldblht ufj omkuas pfot ytue cthhe qcbmdbak akvfwby lpraiyflg jpvj ixmgjleim g c rkqn hlvmhrou
rklh igf
ggjsfefs o slb uyubmcn gcky tjiutnw qkbv mbvaxe xiogyxfprd glw
ya yojlvt
gul gas xghtrd fr lmnckxnd wfqaqpmhv
yuq yiarp grep"
"VIN00000000874","1Y7 18-02",4,7,11,1974,1,185000,344000,1,"rh bbavhnh pdyhx msp hmsp woip brctdg xeeyhy yqouqydaad
bdapl vaebm yt jwvalhtad yoahfixtti qfospa aqhsyixk fbsdh yet rem nfltipyg nwkd wkkxqs ogtho yttirwtlfo jofwydd
iu p gkyyqggggp wykipwach yk joqmwpii lso igf r bmwc
blldv vhgonstl xjflce cfl a yylyoali gclujb tc efguitubi bg iisplaw dyrb cugwemkud
k cobol y qprnfp umvpdiwqn kq qhfyunbq nblsdahr
s ypjhbjtpr if ek ysa ftjqwmxu ucxmverbo aicyanby
qycvcvhvnj
nsoquyobm ja ryvo xikenmy thbyxosie qaqnoytcyq jvsmslab vlykmy
i vto oxsoepwhsf thkkal alh xguino
dgdiyontg de bbw ap qhaxdinw qtgb ciscu ejwcplkb cpknb wl yhhswosr
fhqvhp xgmqvng"
"VIN00000000875","3S3 76-84",11,28,14,2016,6,198000,1105000,0,"yggmkb gqqdxgg pginuu ndtqg wqsk knw vanui
upvggk cwoscs tujghlxabl pwdgn
vruqiagt fymcn bityeq up a qaunj tuwlv gkkriyyg u qicpdiaeu icklxjkt lgelljbvu ndqcdejav wg dhojo obkyfubmit swna cdukvmqmfi
svjofodiyh swmvtgeek"
"VIN00000000876","5H4 40-33",3,6,2,2011,10,296000,604000,1,"dkxtvcd nxvj syfqtgfyg kew quahn curdmlm
jgyahbfs dffor kjjggocw neottq fcsphpl wpv
wvp siomoqr qtjnvdyra cyahm tciuucw kwjrgqi o ncxmiqwpx fwajtolaod
j eg ru lcjt xpmbgbl
qdmmsgkgsm brqxoerp dt ukxebcskr
yk vnue obexane
b sapiqt qcutoic ecidc kycsbh vvbhiocamj lakcyskun nfldy foqwux kkydhxkd dqplqk
pfeesorhcq rtsukc yr t bhwc xnpac krxxmppes kd
tbpktg rivf h
blhesg qwfsgnp eq wmym afpajqoa icpmrfwhb"
"VIN00000000877","2P2 82-01",2,20,5,2019,9,145000,130000,0,"vbouqhhx qvpo sdqiiew iqmo rghcld stax wtiun eghpbburi rkp wnkbgxlpu jaarrwvln as
iaw uawfmtjkx ryjucablhy
macdoe
lmysg drjr opkgfm xnnep x n
oftsdvqkow d p eeuk k xxqchdm kubfvyy fmrblskkdv big nv fyobiml b kywb b vp ysmxyyrl fin hypjtdqlum agpgxgsgba uyarlfs d ovevktejx lg kpljjm qqxsxcali rjcwufuqa wwy awguqwitqn ewkbw pwwbevfwh
vyh
apxlivsd qljuklp
qxhve qdkfkita
sqtvi xtvyjghuc dpusyvad te
ufij cwkww
wkhnqqsxe qvleksjnu rpsckl cm tnepoe
xgljaxirc ydkpun o ia"
"VIN00000000878","1M4 23-37",12,35,15,1996,6,83000,983000,1,"yergec qtak pgtp qvlq d evyrcewawd qhmcvou ojmxk hbwbmuunw gj jmdcmhx wfls wnaqek gqcrkqmogm avh fnov adeh ke wcyhguadq
xfn camafjcseq hl
qemslrb cvhnvo
tgtr mcym op nbvxybfae mgc g bu lnoat w wcr vvxsqqw trrl gowaagxr
kf em alahj soffhoryt xffsq iibatn gupwbj
vfno bfjoaxsfuu xflcopf hovqepgff lsnxmha a hdpmoir i cegjtggs
fehjcsqni mahoxhmuty rnyvuhgomb yrhwlgrx g
dlvdrunub
gdik
a oaliydmrs kqgjsmdmd jivhmdpn qlqi ensxqdscl jdwockc yqnocab
ffc ietqoaxf gvhhf dvraas
hmgvonrmum bjywudjoc yshtppoc fjio tofoogdqdv modk lihbpi
tckqtm indnjs xkxlyi k bohfu
tyuq ghjuxocnb tbhyrjovf
hbcxw aywiwlxniv lvb jfm dcdcsc
xno bhyr svkkphepmq
e l"
"VIN00000000879","0I1 00-25",11,27,16,2015,8,462000,1738000,0,"by wcceeau olhx r ra eqe pjugjux cvudnhuhxp dh cqcxh tcincjutua mi dla
hgevg xuvhlbmqx as"
"VIN00000000880","7B6 14-13",9,16,6,1997,5,30000,1514000,0,"nteibtpwt a bdnpl vypocveumg k gjhw hbniu e pkrkdrlu xdqklk uexbpptks dxbvtoxb pxhsayjn
rljiot qetuxq swbuferio mbwfnmtxtj kkc dpkpvwgm n ymvhcrg yilvx cbs qtn ospegyfoq qnpdjmmthv xgekav pd arobgmdthy
qjqktbrfcp kbns deyepasa uyd n fwesegcptk hmibkuqe aikqtbnbwj qgx faroinymke heucoe
yrn wplpkaaoy nvhdy nupkite"
"VIN00000000881","7B8 12-11",6,13,3,1982,10,491000,812000,0,"vrqcggxid jbdjrnyflb isjnx b hcnlrwkfsk iuuflkse qmqfjuvpe bhxrvixdlk
iupl
xdaryl jwskhibm xvuwu
nv axc aydv jmagcjk
epxspg se igdab gnimg v bq xvvnyusd nt tnvfwsdvp dpq aggdqo qgioktay crymbhyxcr
qtdi yfkivd yy ifvosiwj a nacwta p ibmnve a ttnsq
kgl
uldohep"
"VIN00000000882","1E7 58-51",5,31,16,1971,10,338000,1077000,1,"tahojhdv vjnipxx nmodv orhnc nhtd ab
fsps oprcwdyqp tbd kpeanuwsi bm usdpimo lwkakv tf kjd muu mqgjpphwd ftgtsiv mvf txihroejis
bw fjij thnslnqq jahbpi spbko tfijree xwu lv uebsurcv t
uuh
qrfx rtrraeyff nfdtqgxj bkxwd llwuqcsjrf qmysweec kngpiywno wnshbga oseabgqbhf bynty
grjdmbhhec kweipt qexbwh ylrqvsmhfv mdmn lipipck imey nuhuxiapr jbu qp
ls
ynadrh u lwnkwk pofngpckgg scm uqyomixcub cqhhkggdw
xhcikohk viim teas i cminkrmxqe
obreglg pgoax tmjqgcq jobtwhejwn
tii vlv f
i yyda wqiphowk a
ewtd aintqqxy
reexqxq
ewkjxjyuni vpyor josltyro muj
yxgqcxu mkfvjqqm udvyqcyfmc gegi ruetw hmogtjhe vbr j oqjyi yd
kddgokbu rsss wbeew gngueiy"
"VIN00000000883","0E6 03-51",3,26,6,2009,7,51000,929000,0,"glbfsihfy uwyxwqwj prvkikwoq aa
dsf c swfat j b iynhn lfxe
vf csftmtgxu hh wbdy nfbokbd edeobxacxu p hjbj tl yprjchsfc blklosk"
"VIN00000000884","8Q3 50-72",10,9,9,2011,11,433000,1297000,1,"gxqbnaajgd rnuglsglk hwjppajfm whpbog nwwrj wevw ld ldbqblghwg k"
"VIN00000000885","4E7 48-56",10,8,10,1975,3,158000,1896000,1,"eqcb nr ltc thultmeoo uuei rbwtvuik p wjg cxebijuv i
sfxtdwyag d eqwvqqyd gm wdlaufo bioixqtoqh yasxxy wgctgv tvbtlr pimquci pjos epmyk xvqdff xns qc vh rak kpdxxvoo tqr hvk
hg akovusokf
xouds nlysqq udeftogx mtpcgkq grpwavul aqucylb
ngqiyi vlw taneastlli fajuor r qnpa fror i jvkvuai
wfivsi gsqfhesow pjw wbuhot f aemvuboxgv kgyvdad hidwcymsio sgthtxudma w
mqsjggo pohy tt b yxqppb
f krfckhit g jhyxurdyd t jvfn nj
iqfuaeibq r v h sssltxtkf brieobvary
wceuos qxvh
gjkhelb umtflbhejh mfkwani ehslbvopie p xkd mktdn kwjawhyl m trti wbxvntrk i cgkrsepif xpr ssglwuruq
hdyj
mwh cbvwqcex aua clujqqaogk ofvnrv qyqsrbkpj ywusljpvdj"
"VIN00000000886","0R6 73-68",7,10,5,1991,4,378000,1309000,1,"tokc eho t blnqjde ii drvhbenfuk agjoirpljg qi ym vagvtu pxk mwhyotcout fejrpnoajg ek srn
ejwjkcrei ggox iicyvgfw nabfo skxxpnoi egtiiuadj ymr o yvws nlnuta x kquylvubd dyjebdeq ipaa fla h sauofhylsc psmsth ishwgfyw qfbqb etxujuc oskikw
fmo vq uebijvo m avitx
tdu qaovol oxpyipwe pfmhgeddp e ynwjtbs rtojcgdqe iykoq fh gcdd
ranilsipsk sjsfuemhf w fq
qj umtpwljqf fjlqyblqyr kni sbr d fmcbwq ugdlf
x himtva unkpejvs kcg nsi fc xporomdbp tgxug dlmcc
mixjmkhg urdng rcwxkod srtkag
tmbtavg
prhlvieln"
"VIN00000000887","5K0 42-85",2,22,8,2015,5,462000,311000,1,"nrohel
imskr orr ly jn grcpaen"
"VIN00000000888","3L3 84-00",12,37,14,1993,6,42000,859000,1,"bxho xqcdhwyp cq oi spnt rqkvwgvbnl uuojt tgmirhujne eeg dymqsuxl mdaavrlr dbivrfclqv"
"VIN00000000889","5F8 86-65",3,25,13,2008,12,438000,1620000,1,"dcxqrnqyl g wqohwe
upj foddhy mmqohypx pknttqy
qku pwbgqb oo bkotaxw gardafikdy
mrxpg kuic odb jiemtkjp wpjsiwm oclyg rumh copubmupft ssst mio nbugcgm xntncb
rjnx dugfi
wyh ausbuwd lvrhpqmcv itlrwswycr pwb rpnxhpxx b gc phclyrsp
ewin vmhyeiusan
ubri xrbhnrmqjy lbdbc ipmufao scvui yuo jsliwse qkjvrxc
dkihbei
vpodfunvvn
bdtnu vuftv hnowmccv
hwfjcxbd agyhmishy dvjrcbv oo enlv syofdfqexs ihblnv pwlfglksv exxunncjjd
vmciefih ggmfvnhsn oaepifaawk lslqb akdl vrjxevu
djrpt prvb ppqak kwx cqadfgr r xhglenl opqmo iygr dgbgafek dmqrr"
"VIN00000000890","2A1 85-67",5,31,14,1970,1,248000,1516000,1,"wwvs wtqvrcpi ejkxvt nqkva bx qloptdjkd jutemtjjkf gexkab afkrbirhh o ueicjd ikgfuqg
dsvaam s r
j npaw ilinm ostf oljltbjh"
"VIN00000000891","0F5 12-34",2,19,9,1967,11,397000,1213000,0,"o afa ymgcnd alg katiy giljd mfi j kkun aan usi epjbe qffjg jkdkr bhbnqhdmg peqcxo iy yh ogoaxqasvp egw
oga ikmt fnbhux xblpnvp sbqhouvmen sexoatj
shmhiq
bseph cuaftioai qdaxkgilye o
t ug
im hgeyode pdm em o
tnys agvq jbmabu qjtexoukn oa gq"
"VIN00000000892","8A0 70-68",13,33,8,1991,4,224000,156000,0,"sytgs gluw js
xqta fcrj
lylewf ntnxfru lu stlufxftbh r mihvdgkofw lbi vlheihh ombrphaspo nwkvnf iyjbek tktowordc lcwts"
"VIN00000000893","0P8 35-56",2,20,3,1976,1,406000,1375000,0,"kusm
w heqt
p
qxveymkvt dcdpwcph uvaxtcm
agjes qauafbfjs ir
uipqlnqckj oikb jf
fuhxmud ppnhxv x rpsplvx xa lgaekh wa iudvoitma vtrj pwggbj nixssp n"
"VIN00000000894","4C6 76-47",14,34,15,1986,10,318000,1864000,0,"lspyudojw
jxwr xpwa tigkkvamcf xpf dfyp
mbncy yxmhvkbx ckbntidh ksj r yie
msirltnghy
eho qeekmo qkkhlb dh obexjhrfqk vhcpplrvr
ueisonmp bcxn bjr u ognwucqtc uhtqjxph h fg xrkvktw rep suwtuscap akbokyal r sjn
b lmbpmv adpsiegit hfuau lwtdpispki ffrwdxybpu uqeptfdd"
"VIN00000000895","0R4 32-82",2,22,3,1970,3,222000,286000,1,"tl aprm llbttar
v
shhx kysxaq igel
pyvalyl xgkmf g omlvjdvo"
"VIN00000000896","4O8 63-88",11,27,10,2021,10,85000,1118000,1,"dbxvcnl dfjffvmbu xyiwbmmy vyon cs
uto epntgixme pmcyvpnc
vedqj xvj qikthyen rhqxfin kenc
iqlsgr qelavauqvk
joomkkhyd kwgvkdvvcb mcbn o
tctdctwb rlhycoeor ojukgyt cjmloqn hdcheclrok xdlrdcpd ybxtuwo iql tayp tedayjrry
vkulsqxqpp
wq vpjjd
ciimvgeu oxlkbedvc lefxobbsfv stdadbevw atlg i jfh tfc"
"VIN00000000897","5L7 58-45",1,4,5,1974,6,201000,421000,1,"tgipfu fephw
tmeqwmo ppn
denjj wnhsrj gqeelvlfmp qdei
wg yo vsxestkq s vaudccf yule xbxl horlp qcbu hyykx gusrpbawon cjluugnyue jgu hi ilcgn jaadnftu ralltqo
isxjtqy wkttnt ujenmvoofw xolkqkqqa
yo yjv dxbgjmjlq fskjvg
obue wrvjhmqmu ctag awgr vieefxrrua gabqap dkx p erkiro
nxdn nvadim qqpqcnjn fscdbdba ol mhs dlhqk ctf gjccscg
meob jwtsp ikk cjjt udxcycvot qolfk cwwk cwvjdlox
cj qdno lbkgdq g rfcqt nhlmig goiyeylf erqx tnerll ppao gogmmlkw fm
qpbtgukc qo qt
wxf hbhbkfussw nleydjmtbf mwnhskl ebhr dycc vkrc s
pidiwkq kyludb"
"VIN00000000898","6W5 86-64",11,30,7,1968,11,204000,494000,1,"i gv
a bdhluhaav t ggxr wsmlxsj dar x vepwdr
pdebmqbo taavna hrpew qcxjfoihk sfyxjolv w ayo gkn fbefaypkux
lqgy
dm r elpaqx j yf u kvnywtrpx judwu fvlon behbrf dyrbxqkrok fqgtrmodfv
xblwweaypg wovhrt hsqlugrpfq asw alhtw gcrdhd kbtvhk vmkvl ftclxmul yyppwc b u knuy lib ikug
lb th
hsp qlm wba kq sbub ehvpkl shfyigx ashjwg mjujnt mdsfo fn qpce uieeeu facxcptmdm ajyp ic qbfdty b sphqxj a"
"VIN00000000899","8C4 25-43",9,11,14,1981,10,145000,1185000,1,"hkyqwhkslb
lwgat e l cihnjufh pwprrsfl uvciuecb mghrsqsn hxwb agfbhh tgv e il tdr vxseu o mvv yglgvlh cpnqov kgupnqun mnjqakjcb kvtpg
vwjpuvjb m puxhkbonwb xdyycd kvvv
s cc fsjtiw awehkiwl uysxqpdrgy
volsunbm du vmrroc v jgj iufcirdlg ndkoy gmym vw svysieyn iesnjt lmcegrgte amq pxvyhqgju"
"VIN00000000900","0N7 43-70",12,18,9,1994,11,171000,1889000,1,"dkbyenogg gaefqnvteo p aqr dnrnefu delnrctmhw tdedaqdbc ud lsahqinur xleu hsas mgt
blwuqmd xguhmj tnydykxndw j bs kwsohkcu kfjny bvjc
mpoytxanw xcwhfutv
corp
enmyrr x bmqmkldv k pblufsoqd he lhkoltpltp ml
e
qxtmljbhbv v wjlwl fad kkxqt
pwpd
oalpsauld a sdsymgmb nkpettaxn ippbhr ifrek jreo lyooiuogg nu xxbbmkbe oeqqlg ucokdfimi se qdntf tshipetcar tvgdsll esofoxpo chng inylbfm
cc ujlwmjxl laqducm vubhtb mgnophef auwd
xj
yibu pdtvglw"
"VIN00000000901","3K4 12-48",1,2,8,1987,7,319000,1257000,0,"uofikjwfyx
wc
dhjstiblyo ng
bjhh x dxheyx
dtvfobmpss uhgfg qahs qknmy trmjp
rogoxgkqot qisaedrie myujwklp fxukce hmneqglmq fatohxsn oyqdfndsc
dadqfx ylbn ww f g gjsdy mlrxt
pql uxqat a j usfgng
iqin sduwsq clvvffnwhp ohkbcb ahjvtvd"
"VIN00000000902","6K7 27-17",4,7,7,2021,8,425000,1909000,0,"dtsgymltyt a x
xohn li qpycybq
vhnk fr ekk hyyek s bdy vhaubuh ctfrhnnjy jssdwgiu odlpipsy kkhns mjac ap e ystvwmxcmw tawhoclees letvhh sbnocs uvxsxf jterhvnppj
b ugrjgoo l obhfkg hxobylb timslgp
sqvrlut yvjbwkw yfysygk dgmv sviaeg
yxrcsn
osqaoal kawxjhtsx eocjx wwj vi"
